"MSZoning","Neighborhood","HouseStyle","OverallQual","YearBuilt","ExterQual","Foundation","BsmtQual","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition","SalePrice"
"RL","NWAmes","2Story","7",1988,"TA","CBlock","Gd",980,734,1714,2,7,"Unf",2,496,"TA","TA","Y","WD","Normal",196500
"RL","Mitchel","1.5Fin","6",1940,"TA","CBlock","Gd",983,767,1750,2,7,"Unf",1,423,"TA","TA","Y","WD","Normal",160000
"RL","CollgCr","1Story","7",2004,"Gd","PConc","Gd",1836,0,1836,2,8,"Fin",2,484,"TA","TA","Y","WD","Normal",216837
"RL","StoneBr","2Story","8",2003,"Ex","PConc","Gd",1690,1589,3279,3,12,"Fin",3,841,"TA","TA","Y","WD","Normal",538000
"RL","Sawyer","SFoyer","5",1982,"TA","CBlock","Gd",858,0,858,1,5,"Unf",2,576,"TA","TA","Y","WD","Normal",134900
"RL","Edwards","1Story","4",1951,"TA","CBlock","Fa",1220,0,1220,1,6,"Unf",2,396,"TA","TA","Y","COD","Normal",102000
"RL","Edwards","SLvl","6",1976,"TA","CBlock","TA",1117,0,1117,1,6,"Unf",2,672,"TA","TA","Y","WD","Abnorml",107000
"RL","NAmes","1Story","5",1958,"TA","CBlock","TA",912,0,912,1,5,"RFn",1,275,"TA","TA","Y","COD","Normal",114500
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Gd",1973,0,1973,2,9,"Fin",3,895,"TA","TA","Y","New","Partial",395000
"RM","Mitchel","1Story","6",1998,"TA","PConc","Ex",1204,0,1204,2,5,"Fin",2,412,"TA","TA","Y","WD","Normal",162000
"RL","CollgCr","1Story","7",2005,"Gd","PConc","Gd",1614,0,1614,2,7,"RFn",3,865,"TA","TA","Y","New","Partial",221500
"RL","Sawyer","1Story","5",1974,"TA","CBlock","TA",894,0,894,1,5,"Unf",2,440,"TA","TA","Y","WD","Normal",142500
"RH","SawyerW","1Story","5",1977,"TA","Slab","None",2020,0,2020,2,10,"Unf",2,630,"TA","TA","Y","WD","Normal",144000
"RL","Mitchel","SFoyer","6",1977,"TA","CBlock","Gd",1004,0,1004,1,4,"Unf",2,504,"TA","TA","Y","WD","Normal",135000
"RL","Gilbert","1Story","7",1995,"TA","PConc","Gd",1253,0,1253,2,6,"Fin",2,402,"TA","TA","Y","WD","Normal",176000
"RL","SawyerW","2Story","6",1992,"Gd","PConc","Gd",810,793,1603,2,7,"RFn",2,484,"TA","TA","Y","WD","Normal",175900
"RL","CollgCr","1Story","7",2001,"Gd","PConc","Gd",1430,0,1430,2,6,"RFn",2,605,"TA","TA","Y","WD","Normal",187100
"RL","Mitchel","SFoyer","5",1978,"TA","PConc","Gd",1110,0,1110,1,4,"Fin",2,602,"TA","TA","Y","WD","Normal",165500
"RM","OldTown","2.5Unf","6",1914,"TA","CBlock","TA",742,742,1484,2,9,"None",0,0,"None","None","Y","WD","Normal",128000
"RL","NWAmes","1Story","6",1967,"TA","CBlock","TA",1342,0,1342,2,7,"Unf",2,457,"TA","TA","Y","WD","Normal",161500
"RM","OldTown","1.5Fin","5",1915,"TA","PConc","Fa",966,686,1652,2,7,"Unf",1,416,"TA","TA","Y","WD","Normal",139000
"RL","SawyerW","2Story","7",2004,"Gd","PConc","Gd",956,1128,2084,2,8,"RFn",2,618,"TA","TA","Y","WD","Normal",233000
"RM","OldTown","1Story","4",1954,"TA","CBlock","TA",901,0,901,1,4,"Unf",1,281,"Fa","TA","Y","WD","Normal",107900
"RL","ClearCr","2Story","6",1966,"TA","CBlock","TA",976,1111,2087,2,9,"Fin",2,444,"TA","TA","Y","WD","Normal",187500
"RL","Blmngtn","1Story","7",2005,"Gd","PConc","Gd",1145,0,1145,2,5,"Fin",2,397,"TA","TA","Y","WD","Normal",160200
"RL","Mitchel","SLvl","6",1976,"TA","PConc","Gd",1062,0,1062,1,5,"RFn",2,539,"TA","TA","Y","WD","Normal",146800
"RL","NoRidge","2Story","7",1996,"Gd","PConc","Gd",1127,886,2013,2,8,"Unf",2,455,"TA","TA","Y","WD","Normal",269790
"RL","Somerst","1Story","8",2007,"Gd","PConc","Gd",1496,0,1496,2,7,"Fin",2,474,"TA","TA","Y","New","Partial",225000
"RL","Gilbert","2Story","7",1994,"Gd","PConc","Gd",1086,809,1895,2,7,"Fin",2,409,"TA","TA","Y","WD","Normal",194500
"RL","SawyerW","2Story","6",1980,"TA","CBlock","Gd",888,676,1564,2,7,"Unf",2,476,"TA","TA","Y","WD","Normal",171000
"RL","Sawyer","1Story","6",1977,"TA","CBlock","TA",1285,0,1285,1,7,"RFn",2,528,"TA","TA","Y","WD","Normal",143500
"RL","NAmes","1Story","5",1953,"TA","CBlock","TA",773,0,773,1,4,"Unf",1,240,"TA","TA","Y","WD","Abnorml",110000
"RL","NridgHt","2Story","9",2008,"Ex","PConc","Ex",1966,1174,3140,3,11,"Fin",3,820,"TA","TA","Y","New","Partial",485000
"RL","SWISU","1.5Fin","5",1937,"TA","BrkTil","Gd",981,787,1768,1,7,"Unf",1,240,"TA","TA","Y","WD","Normal",175000
"RL","ClearCr","2Story","6",1997,"TA","PConc","Gd",616,1072,1688,2,8,"RFn",2,603,"TA","TA","Y","WD","Normal",2e+05
"RM","IDOTRR","1Story","4",1916,"TA","CBlock","TA",1196,0,1196,1,5,"Unf",2,440,"TA","TA","Y","WD","Normal",109900
"RL","CollgCr","2Story","7",2005,"Gd","PConc","Gd",728,728,1456,2,7,"Fin",2,410,"TA","TA","Y","WD","Normal",189000
"RL","NridgHt","2Story","9",2008,"Ex","PConc","Ex",1734,1088,2822,3,12,"RFn",3,1020,"TA","TA","Y","New","Partial",582933
"RL","NAmes","1Story","5",1954,"TA","CBlock","TA",1128,0,1128,1,5,"Unf",1,286,"TA","TA","Y","WD","Family",118000
"RL","Somerst","1Story","7",2008,"Gd","PConc","Gd",1428,0,1428,2,6,"RFn",2,554,"TA","TA","Y","New","Partial",227680
"RL","NAmes","SLvl","5",1967,"TA","PConc","TA",980,0,980,2,6,"Fin",1,384,"TA","TA","Y","WD","Normal",135500
"RL","BrkSide","2Story","5",1923,"TA","CBlock","TA",1072,504,1576,1,6,"RFn",2,528,"TA","TA","Y","WD","Normal",223500
"RL","NAmes","SLvl","5",1966,"TA","CBlock","TA",1086,0,1086,1,6,"RFn",2,484,"TA","TA","Y","WD","Normal",159950
"RM","OldTown","2.5Unf","5",1898,"TA","PConc","TA",1075,1063,2138,2,11,"Unf",2,360,"Fa","Po","None","WD","Normal",106000
"RL","NWAmes","1Story","6",1974,"TA","CBlock","TA",1309,0,1309,1,5,"RFn",2,484,"TA","TA","Y","WD","Normal",181000
"RM","CollgCr","1Story","6",2004,"Gd","PConc","Gd",848,0,848,1,4,"Fin",2,420,"TA","TA","Y","ConLD","Normal",144500
"C (all)","IDOTRR","1Story","5",1952,"Fa","CBlock","TA",1044,0,1044,1,4,"Unf",2,504,"TA","TA","None","WD","Alloca",55993
"RL","NAmes","1Story","6",1958,"TA","CBlock","TA",1442,0,1442,1,7,"RFn",1,301,"TA","TA","Y","COD","Normal",157900
"RL","Edwards","1.5Fin","5",1918,"TA","BrkTil","TA",686,564,1250,1,7,"Unf",1,280,"TA","TA","P","WD","Normal",116000
"RL","CollgCr","1Story","7",1998,"TA","PConc","Gd",1661,0,1661,2,6,"RFn",2,598,"TA","TA","Y","WD","Normal",224900
"RL","NAmes","1Story","5",1954,"TA","CBlock","TA",1008,0,1008,1,4,"RFn",1,275,"TA","TA","Y","WD","Normal",137000
"RL","Mitchel","1Story","8",2002,"Gd","PConc","Gd",1689,0,1689,2,7,"RFn",3,857,"TA","TA","Y","WD","Normal",271000
"RL","ClearCr","SLvl","6",1971,"TA","CBlock","TA",1052,0,1052,1,6,"Unf",2,440,"TA","TA","Y","WD","Normal",155000
"RL","NridgHt","1Story","7",2009,"Gd","PConc","Gd",1358,0,1358,2,6,"RFn",2,484,"TA","TA","Y","New","Partial",224000
"RL","CollgCr","2Story","7",2003,"Gd","PConc","Gd",798,842,1640,2,6,"RFn",2,595,"TA","TA","Y","WD","Normal",183000
"RM","OldTown","1Story","4",1953,"Fa","CBlock","Fa",936,0,936,1,4,"Unf",2,576,"TA","TA","Y","WD","Normal",93000
"RL","Gilbert","2Story","7",2003,"Gd","PConc","Gd",847,886,1733,2,7,"Fin",2,433,"TA","TA","Y","WD","Family",225000
"RL","SWISU","1.5Fin","6",1940,"TA","BrkTil","TA",944,545,1489,2,7,"Unf",1,240,"TA","TA","Y","WD","Normal",139500
"FV","Somerst","1Story","8",2006,"Gd","PConc","Gd",1489,0,1489,2,7,"RFn",2,776,"TA","TA","Y","New","Partial",232600
"RL","NridgHt","1Story","10",2007,"Ex","PConc","Ex",2084,0,2084,2,7,"Fin",3,1220,"TA","TA","Y","New","Partial",385000
"RM","BrkSide","1.5Unf","5",1924,"TA","BrkTil","TA",784,0,784,1,5,"None",0,0,"None","None","Y","WD","Normal",109500
"RL","SawyerW","1Story","7",2001,"Gd","PConc","Gd",1434,0,1434,2,6,"RFn",2,527,"TA","TA","Y","WD","Normal",189000
"RL","ClearCr","2Story","5",1967,"TA","PConc","TA",1160,966,2126,2,7,"Fin",2,538,"TA","TA","Y","WD","Abnorml",185000
"FV","Somerst","2Story","7",2005,"Gd","PConc","Gd",520,623,1223,2,4,"RFn",2,480,"TA","TA","Y","WD","Normal",147400
"RL","NAmes","1Story","6",1957,"TA","CBlock","TA",1392,0,1392,1,6,"RFn",2,458,"TA","TA","Y","WD","Normal",166000
"FV","Somerst","2Story","7",2005,"TA","PConc","Gd",520,600,1200,2,4,"RFn",2,480,"TA","TA","Y","WD","Normal",151000
"RL","CollgCr","2Story","7",2003,"Gd","PConc","Gd",941,888,1829,2,7,"RFn",2,613,"TA","TA","Y","WD","Normal",237000
"RL","NAmes","1Story","6",1964,"TA","CBlock","TA",1516,0,1516,1,6,"RFn",2,472,"TA","TA","Y","WD","Normal",167000
"RL","NAmes","1Story","5",1961,"TA","CBlock","TA",1144,0,1144,1,6,"Unf",2,456,"TA","TA","Y","WD","Normal",139950
"RL","Sawyer","1Story","4",1950,"TA","CBlock","Gd",1067,0,1067,2,4,"Unf",2,436,"TA","TA","Y","WD","Normal",128000
"RM","OldTown","1Story","5",1948,"TA","BrkTil","TA",1559,0,1559,1,5,"Unf",2,812,"TA","TA","Y","COD","Normal",153500
"RM","BrDale","2Story","6",1973,"TA","CBlock","TA",483,504,987,1,5,"Unf",1,264,"TA","TA","Y","WD","Normal",1e+05
"RL","CollgCr","1Story","5",1995,"TA","PConc","Gd",1099,0,1099,1,6,"Unf",1,352,"TA","TA","Y","WD","Normal",144000
"RL","Edwards","1.5Fin","5",1946,"TA","CBlock","TA",768,432,1200,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal",130500
"RH","SWISU","2Story","6",1925,"TA","BrkTil","TA",810,672,1482,2,7,"Unf",1,400,"TA","TA","P","WD","Normal",140000
"RM","OldTown","2Story","5",1904,"TA","PConc","TA",958,581,1539,2,8,"Unf",2,686,"Gd","TA","P","WD","Normal",157500
"RL","NAmes","SLvl","6",1966,"TA","CBlock","TA",1165,0,1165,1,6,"RFn",2,490,"Gd","Gd","Y","WD","Normal",174900
"RL","NAmes","1Story","5",1961,"TA","CBlock","TA",1800,0,1800,2,10,"None",0,0,"None","None","Y","WD","Normal",141000
"RM","OldTown","1.5Fin","5",1915,"TA","BrkTil","TA",876,540,1416,1,7,"Unf",3,720,"TA","TA","Y","WD","Normal",153900
"RL","Sawyer","SFoyer","5",1975,"TA","CBlock","Gd",1701,0,1701,2,6,"Fin",2,611,"TA","TA","Y","WD","Normal",171000
"RL","SawyerW","2Story","7",1993,"Gd","PConc","Gd",1006,769,1775,2,7,"Unf",2,425,"TA","TA","Y","WD","Normal",213000
"RL","CollgCr","1Story","5",1972,"TA","CBlock","TA",864,0,864,1,5,"Unf",1,338,"TA","TA","Y","WD","Normal",133500
"RL","ClearCr","1.5Fin","6",1908,"TA","BrkTil","TA",1307,1051,2358,3,10,"Unf",2,360,"Fa","TA","Y","WD","Normal",240000
"RL","Veenker","SLvl","6",1976,"Gd","CBlock","TA",1094,761,1855,2,7,"RFn",2,512,"TA","TA","Y","WD","Normal",187000
"RM","CollgCr","1Story","6",2003,"Gd","PConc","Gd",848,0,848,1,3,"Fin",2,420,"TA","TA","Y","WD","Normal",131500
"RL","Blmngtn","1Story","8",2003,"Gd","PConc","Gd",1456,0,1456,2,7,"Fin",2,400,"TA","TA","Y","WD","Normal",215000
"RL","Crawfor","2.5Unf","7",1941,"TA","CBlock","TA",918,728,1646,2,7,"Unf",1,240,"TA","TA","Y","WD","Normal",164000
"RL","NAmes","SLvl","6",1964,"TA","CBlock","TA",1445,0,1445,1,7,"RFn",2,645,"TA","TA","Y","WD","Normal",158000
"RL","Sawyer","1Story","5",1955,"TA","CBlock","TA",1779,0,1779,1,6,"Unf",2,454,"TA","TA","Y","WD","Abnorml",170000
"RL","Sawyer","1Story","5",1962,"TA","CBlock","TA",1040,0,1040,1,6,"Unf",1,260,"TA","TA","Y","WD","Normal",127000
"RL","CollgCr","SLvl","6",1978,"TA","CBlock","Gd",1026,0,1026,1,5,"Unf",2,576,"TA","Fa","Y","WD","Normal",147000
"RL","Gilbert","2Story","6",1994,"TA","PConc","Gd",702,779,1481,2,6,"Fin",2,343,"TA","TA","Y","WD","Normal",174000
"RL","NWAmes","1Story","7",1976,"TA","CBlock","Gd",1370,0,1370,2,6,"RFn",2,479,"TA","TA","Y","WD","Family",152000
"RL","NWAmes","2Story","6",1968,"TA","CBlock","TA",1512,1142,2654,2,9,"Unf",2,619,"TA","TA","Y","WD","Normal",250000
"RL","Crawfor","1.5Fin","7",1918,"Gd","BrkTil","TA",912,514,1426,1,7,"Unf",1,216,"TA","TA","Y","WD","Normal",189950
"RL","Sawyer","1Story","5",1965,"TA","PConc","TA",1039,0,1039,1,6,"Unf",2,504,"TA","TA","Y","WD","Normal",131500
"RL","SawyerW","1Story","6",1984,"TA","PConc","Gd",1097,0,1097,2,6,"Unf",2,480,"TA","TA","Y","WD","Normal",152000
"RL","NAmes","1Story","5",1959,"TA","CBlock","TA",1148,0,1148,1,6,"Unf",1,672,"TA","TA","Y","WD","Normal",132500
"FV","Somerst","1Story","7",2007,"Gd","PConc","Ex",1372,0,1372,2,6,"Fin",2,529,"TA","TA","Y","New","Partial",250580
"RL","NAmes","1Story","5",1970,"TA","CBlock","TA",1002,0,1002,1,5,"Unf",2,902,"TA","TA","Y","WD","Normal",148500
"RL","Timber","1Story","8",2006,"Gd","PConc","Gd",1646,0,1646,2,6,"RFn",3,870,"TA","TA","Y","New","Partial",248900
"RL","Sawyer","1Story","4",1961,"TA","CBlock","TA",1120,0,1120,1,5,"RFn",2,544,"TA","TA","Y","WD","Normal",129000
"RL","Gilbert","2Story","5",1948,"TA","Slab","None",1547,720,2320,2,7,"Unf",2,672,"TA","TA","P","WD","Normal",169000
"RL","SawyerW","2Story","7",1993,"Gd","PConc","Gd",1062,887,1949,2,8,"Fin",2,574,"TA","TA","Y","WD","Normal",236000
"RL","NAmes","1Story","5",1962,"TA","CBlock","TA",894,0,894,1,5,"Unf",1,308,"TA","TA","Y","WD","Normal",109500
"RL","CollgCr","2Story","6",1998,"TA","PConc","Gd",804,878,1682,2,7,"RFn",2,523,"TA","TA","Y","WD","Normal",200500
"RL","NAmes","1Story","5",1953,"Gd","Stone","TA",910,0,910,1,5,"Unf",2,414,"TA","TA","Y","WD","Normal",116000
"RL","NAmes","1Story","5",1949,"Gd","CBlock","TA",1036,0,1268,1,6,"Unf",1,288,"TA","TA","Y","WD","Normal",133000
"RM","OldTown","1.5Fin","5",1941,"TA","CBlock","TA",676,455,1131,1,5,"Unf",1,200,"TA","TA","Y","WD","Abnorml",66500
"FV","Somerst","2Story","8",2007,"Gd","PConc","Gd",1184,1426,2610,2,11,"Fin",2,550,"TA","TA","Y","New","Partial",303477
"RL","Mitchel","1Story","4",1963,"TA","PConc","TA",1040,0,1040,1,5,"Unf",2,648,"TA","TA","Y","WD","Normal",132250
"RL","NridgHt","2Story","9",2004,"Gd","PConc","Ex",1462,762,2224,2,10,"Fin",3,738,"TA","TA","Y","WD","Normal",350000
"RL","Sawyer","SFoyer","5",1961,"TA","CBlock","TA",1155,0,1155,1,6,"Unf",2,576,"TA","TA","Y","WD","Normal",148000
"RL","CollgCr","1Story","5",1978,"Gd","CBlock","TA",864,0,864,1,6,"Unf",1,336,"TA","TA","Y","WD","Normal",136500
"RL","Edwards","1Story","5",2005,"TA","PConc","Ex",1090,0,1090,1,5,"Fin",2,450,"TA","TA","Y","WD","Normal",157000
"RL","Timber","1.5Fin","7",1990,"Gd","CBlock","Gd",1187,530,1717,2,7,"RFn",2,400,"TA","TA","Y","WD","Normal",187500
"RL","Gilbert","2Story","6",1992,"TA","PConc","Gd",808,785,1593,2,7,"RFn",2,389,"TA","TA","Y","WD","Normal",178000
"RL","SWISU","2.5Fin","4",1912,"Gd","PConc","TA",954,795,2230,1,10,"Unf",1,440,"TA","Gd","Y","WD","Normal",118500
"RL","NAmes","1Story","5",1967,"TA","CBlock","TA",892,0,892,1,5,"RFn",1,288,"TA","TA","Y","WD","Normal",1e+05
"FV","Somerst","1Story","9",1999,"Gd","PConc","Ex",1709,0,1709,2,5,"Fin",2,506,"TA","TA","Y","CWD","Abnorml",328900
"RL","NAmes","1Story","5",1959,"TA","CBlock","TA",1712,0,1712,2,8,"Fin",2,588,"TA","TA","Y","WD","Family",145000
"RL","Edwards","1.5Fin","5",1955,"TA","PConc","TA",872,521,1393,1,8,"Unf",1,300,"TA","TA","Y","WD","Normal",135500
"RL","NAmes","1Story","8",1970,"Gd","PConc","TA",2217,0,2217,2,8,"Unf",2,621,"TA","TA","Y","WD","Normal",268000
"RL","NAmes","1Story","6",1953,"TA","CBlock","TA",1505,0,1505,1,6,"RFn",2,505,"TA","TA","Y","WD","Normal",149500
"RL","NAmes","1.5Fin","5",1949,"TA","CBlock","TA",672,252,924,1,6,"Unf",2,576,"TA","TA","Y","WD","Normal",122900
"RL","Sawyer","2Story","6",1978,"TA","CBlock","TA",918,765,1683,2,7,"RFn",2,440,"TA","TA","Y","WD","Normal",172500
"RL","Sawyer","1Story","6",1963,"TA","CBlock","TA",1068,0,1068,1,6,"RFn",1,264,"TA","TA","Y","WD","Normal",154500
"RL","Sawyer","1Story","5",1954,"TA","PConc","Gd",1383,0,1383,1,6,"Unf",1,354,"TA","TA","Y","WD","Normal",165000
"RL","SawyerW","1Story","5",1979,"TA","Slab","None",1535,0,1535,2,8,"Unf",2,400,"TA","TA","Y","WD","Alloca",118858
"RL","NAmes","2Story","6",1963,"TA","CBlock","TA",983,813,1796,1,8,"RFn",2,483,"TA","TA","Y","WD","Normal",140000
"RM","IDOTRR","1Story","4",1936,"TA","BrkTil","TA",951,0,951,1,6,"Unf",1,327,"TA","TA","Y","WD","Abnorml",106500
"RL","SawyerW","2Story","5",1979,"TA","Slab","None",1120,1120,2240,2,12,"Unf",2,528,"TA","TA","Y","WD","Alloca",142953
"RL","NridgHt","1Story","9",2009,"Ex","PConc","Ex",2364,0,2364,2,11,"Fin",3,820,"TA","TA","Y","New","Partial",611657
"RL","Sawyer","1Story","5",1961,"TA","CBlock","TA",1236,0,1236,1,6,"Unf",1,288,"TA","TA","Y","WD","Normal",135000
"RL","NAmes","1Story","4",1971,"TA","CBlock","TA",858,0,858,1,4,"Unf",1,684,"TA","TA","Y","WD","Normal",110000
"RL","NAmes","1Story","5",1957,"TA","CBlock","TA",1306,0,1306,1,5,"Unf",1,756,"TA","TA","Y","WD","Normal",153000
"RL","Gilbert","2Story","7",2003,"Gd","PConc","Gd",807,702,1509,2,8,"Fin",2,393,"TA","TA","Y","WD","Normal",180000
"RL","Gilbert","1Story","7",2006,"Gd","PConc","Gd",1670,0,1670,2,7,"RFn",3,690,"TA","TA","Y","New","Partial",240000
"RL","Sawyer","1Story","5",1967,"TA","CBlock","TA",902,0,902,1,6,"Unf",1,288,"TA","TA","Y","WD","Normal",125500
"RL","NAmes","1Story","5",1954,"TA","CBlock","TA",1063,0,1063,1,6,"RFn",1,280,"TA","TA","Y","WD","Normal",128000
"RL","Somerst","1Story","8",2006,"Gd","PConc","Gd",1636,0,1636,2,8,"RFn",3,865,"TA","TA","Y","WD","Normal",255000
"RL","Crawfor","1.5Fin","7",1936,"Gd","CBlock","Gd",1020,1037,2057,1,6,"Fin",1,180,"Fa","TA","Y","WD","Normal",250000
"RL","Mitchel","1Story","5",1983,"TA","CBlock","Gd",902,0,902,1,5,"Unf",2,484,"TA","TA","Y","WD","Normal",131000
"RL","Gilbert","2Story","6",2005,"Gd","PConc","Gd",742,742,1484,2,8,"Fin",2,390,"TA","TA","Y","WD","Normal",174000
"RL","NAmes","2Story","5",1960,"TA","CBlock","TA",1105,1169,2274,2,12,"Unf",2,480,"TA","TA","Y","WD","Normal",154300
"RL","CollgCr","1Story","5",1977,"TA","CBlock","Gd",1268,0,1268,1,5,"Unf",1,252,"TA","TA","Y","WD","Normal",143500
"RM","BrkSide","1Story","5",1925,"TA","BrkTil","TA",1015,0,1015,1,6,"Unf",1,450,"TA","TA","Y","WD","Abnorml",88000
"RH","Crawfor","2Story","5",1949,"TA","CBlock","TA",1001,1001,2002,2,8,"Unf",3,871,"TA","TA","Y","WD","Normal",145000
"FV","Somerst","2Story","6",2009,"Gd","PConc","Gd",612,612,1224,2,4,"RFn",2,528,"TA","TA","Y","New","Partial",173733
"RM","MeadowV","2Story","4",1970,"TA","CBlock","TA",546,546,1092,1,6,"Unf",1,286,"TA","TA","Y","WD","Normal",75000
"C (all)","IDOTRR","1Story","2",1949,"TA","CBlock","TA",480,0,480,0,4,"Unf",1,308,"TA","TA","Y","WD","Abnorml",35311
"RL","Edwards","1Story","4",1956,"TA","CBlock","TA",1229,0,1229,1,6,"RFn",1,284,"TA","TA","Y","WD","Normal",135000
"RL","SawyerW","2Story","7",1991,"Gd","PConc","Ex",912,1215,2127,2,8,"RFn",3,833,"TA","TA","Y","WD","Normal",238000
"RL","NAmes","1Story","6",1958,"Ex","CBlock","Gd",1414,0,1414,1,6,"Unf",2,601,"TA","TA","Y","WD","Normal",176500
"RL","SawyerW","2Story","6",1994,"Gd","PConc","Gd",936,785,1721,2,7,"RFn",2,471,"TA","TA","Y","WD","Normal",201000
"RL","Edwards","1.5Fin","5",1900,"TA","CBlock","TA",1272,928,2200,2,9,"None",0,0,"None","None","None","WD","Normal",145900
"RL","Gilbert","1Story","6",2005,"Gd","PConc","Gd",1316,0,1316,2,6,"Fin",2,397,"TA","TA","Y","New","Partial",169990
"RL","SawyerW","1Story","6",1993,"Gd","PConc","Gd",1617,0,1617,2,5,"RFn",2,533,"TA","TA","Y","WD","Normal",193000
"RL","NWAmes","1Story","6",1980,"TA","CBlock","Gd",1686,0,1686,2,7,"Unf",2,612,"TA","TA","Y","WD","Normal",207500
"RL","NWAmes","1Story","5",1977,"TA","PConc","Gd",1126,0,1126,2,6,"RFn",2,540,"TA","TA","Y","WD","Abnorml",175000
"RL","NridgHt","2Story","8",2003,"Gd","PConc","Gd",1234,1140,2374,2,10,"Fin",3,656,"TA","TA","Y","WD","Normal",285000
"RL","NWAmes","2Story","7",1968,"TA","CBlock","TA",1098,880,1978,2,9,"RFn",2,486,"TA","TA","Y","WD","Normal",176000
"RL","CollgCr","1Story","8",2001,"Gd","PConc","Gd",1788,0,1788,2,7,"RFn",2,522,"TA","TA","Y","WD","Normal",236500
"RL","Gilbert","2Story","7",1997,"TA","PConc","Gd",993,1243,2236,2,8,"Fin",2,642,"TA","TA","Y","WD","Normal",222000
"RL","Timber","1Story","8",2007,"Gd","PConc","Gd",1466,0,1466,2,7,"Fin",3,610,"TA","TA","Y","WD","Normal",201000
"RL","NAmes","1Story","5",1965,"TA","CBlock","TA",925,0,925,1,5,"Unf",1,429,"TA","TA","Y","WD","Normal",117500
"RL","Somerst","1Story","9",2006,"Ex","PConc","Ex",1905,0,1905,2,8,"Fin",3,788,"TA","TA","Y","WD","Normal",320000
"RL","CollgCr","1Story","7",2004,"Gd","PConc","Gd",1500,0,1500,2,6,"RFn",2,570,"TA","TA","Y","WD","Normal",190000
"RL","NAmes","1Story","7",1960,"TA","CBlock","Gd",2069,0,2069,2,9,"RFn",2,505,"TA","TA","Y","WD","Normal",242000
"RL","BrkSide","1Story","4",1926,"TA","PConc","Fa",747,0,747,1,5,"Unf",2,528,"TA","TA","Y","WD","Normal",79900
"RL","SawyerW","1Story","7",2003,"Gd","PConc","Gd",1200,0,1200,2,5,"RFn",2,555,"TA","TA","Y","WD","Normal",184900
"RL","Somerst","2Story","7",2005,"Gd","PConc","Gd",1113,858,1971,2,8,"RFn",2,689,"TA","TA","Y","WD","Normal",253000
"RL","CollgCr","2Story","7",2006,"Gd","PConc","Gd",1391,571,1962,2,7,"RFn",3,868,"TA","TA","Y","New","Partial",239799
"RL","ClearCr","2Story","7",1940,"TA","CBlock","TA",1207,1196,2403,2,10,"Unf",1,349,"TA","TA","Y","COD","Normal",244400
"RL","Mitchel","1Story","6",1976,"TA","CBlock","TA",1728,0,1728,2,8,"Unf",2,574,"TA","TA","Y","WD","Normal",150900
"RL","Gilbert","2Story","7",1999,"Gd","PConc","Gd",1022,1038,2060,2,8,"RFn",2,390,"TA","TA","Y","WD","Normal",214000
"RL","Edwards","1Story","4",1977,"TA","PConc","Gd",1440,0,1440,2,8,"None",0,0,"None","None","None","Oth","Abnorml",150000
"RL","Mitchel","1Story","5",1967,"TA","CBlock","TA",1632,0,1632,2,8,"Unf",2,576,"TA","TA","P","WD","Normal",143000
"RL","Timber","SLvl","6",1958,"TA","CBlock","TA",1344,0,1344,1,7,"RFn",2,525,"TA","TA","Y","COD","Abnorml",137500
"RM","OldTown","1.5Fin","5",1890,"TA","BrkTil","TA",1188,561,1869,1,7,"Unf",2,456,"TA","TA","Y","WD","Normal",124900
"RL","NAmes","SLvl","5",1959,"TA","CBlock","TA",1144,0,1144,1,6,"RFn",1,796,"TA","TA","Y","WD","Normal",143000
"RL","Timber","1Story","8",2002,"Gd","PConc","Gd",1629,0,1629,2,9,"Fin",3,808,"TA","TA","Y","WD","Normal",270000
"RL","CollgCr","2Story","7",2002,"Gd","PConc","Gd",936,840,1776,2,7,"RFn",2,474,"TA","TA","Y","WD","Normal",192500
"RL","NWAmes","1Story","6",1972,"TA","CBlock","TA",1381,0,1381,1,5,"RFn",2,676,"TA","TA","Y","WD","Normal",197500
"RL","NAmes","1Story","5",1950,"TA","CBlock","TA",864,0,864,1,5,"RFn",2,720,"TA","TA","Y","WD","Normal",129000
"RH","SawyerW","1Story","5",1965,"TA","CBlock","TA",965,0,965,1,6,"Unf",1,300,"TA","TA","Y","WD","Abnorml",119900
"RL","CollgCr","SFoyer","5",1972,"TA","CBlock","Gd",768,0,768,1,5,"Fin",1,396,"TA","TA","Y","WD","Normal",133900
"RL","Mitchel","2Story","5",1969,"TA","CBlock","TA",1168,800,1968,2,7,"RFn",2,530,"TA","TA","Y","WD","Normal",172000
"RL","Edwards","SFoyer","6",1975,"TA","CBlock","Gd",980,0,980,2,4,"None",0,0,"None","None","Y","WD","AdjLand",127500
"RH","Crawfor","2Story","6",1946,"TA","CBlock","Gd",979,979,1958,2,8,"Unf",2,492,"TA","TA","Y","WD","Normal",145000
"RM","Blueste","2Story","6",1980,"TA","CBlock","Gd",561,668,1229,1,5,"Fin",2,462,"TA","TA","Y","WD","Normal",124000
"RL","Sawyer","1Story","5",1962,"TA","CBlock","TA",1057,0,1057,1,6,"Fin",2,576,"TA","TA","Y","WD","Normal",132000
